coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country
Ethiopia Washed Kayon Mountain;95;Chia-Yi, Taiwan;Odo Shakiso District, Guji Zone, southern Ethiopia;Medium Light;NT $550/16 ounces;58;80;121,25;550.0;Ethiopia
Ninety Plus Gesha Estates Limited Batch #227;97;Madison, Wisconsin;Chiriqui Province, far western Panama;Light;$68.50/4 ounces;67;97;60,41;68.5;Panama
Tano Batak Sumatra;95;Madison, Wisconsin;Lintong growing region, North Sumatra Province, Sumatra, Indonesia;Medium Light;$16.50/12 ounces;54;80;4,85;45793,00;Indonesia
Makwa Kenya AB;94;Chicago, Illinois;Nyeri growing region, south-central Kenya;Light;$14.00/12 ounces;62;84;4,12;14.0;Kenya
Finca El Guamo Colombia;94;Tulsa, Oklahoma;Gaitania, Tolima Department, central Colombia;Medium Light;$15.99/12 ounces;54;75;4,7;15.99;Colombia
Kenya Ndaroini AA;94;Boulder, Colorado;Nyeri growing region, south-central Kenya;Medium Light;$20.00/12 ounces;54;76;5,88;20.0;Kenya
El Salvador Finca Kilimanjaro Natural;94;San Diego, California;Santa Ana Department, El Salvador;Medium Light;$35.00/12 ounces;54;78;10,29;35.0;Salvador
Kamagogo Kenya;96;Madison, Wisconsin;Murang’a Foothills, Aberdare Ridge, Central Province, Kenya;Medium Light;$20.90/12 ounces;53;76;6,14;45920,00;Kenya
Twisted 4.0 Espresso;94;Madison, Wisconsin;Not disclosed;Medium Light;$15.75/12 ounces;53;75;4,63;15.75;
El Salvador Finca Kilimanjaro Cascara Fermentation Aida Batlle;95;Topeka, Kansas;Santa Ana Department, El Salvador;Medium;$35.00/12 ounces;50;71;10,29;35.0;Salvador
Puna Natural;94;Mountain View, Hawaii;Puna District, Big Island of Hawaii;Medium Light;$29.00/10 ounces;54;74;10,23;29.0;Hawaii
Colombia La Palma Y El Tucan Gesha;94;San Diego, California;Cundinamarca Department, central Colombia;Light;;62;84;;;Colombia
Bourbon Peaberry;94;Holulaloa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii;Medium Light;$49.95/8 ounces;54;80;22,02;49.95;Hawaii
Sumatra Boru Batak;94;Vancouver, British Columbia, Canada;Lintong growing region, North Sumatra Province, Sumatra, Indonesia;Medium Light;$14.99/12 ounces;54;80;4,41;14.99;Indonesia
Gesha Village Estate Bench Maji Gesha G1;95;Boulder, Colorado;Bench-Maji Zone, Southern Ethiopia;Medium Light;$35.00/8 ounces;55;78;15,43;35.0;Ethiopia
Bourbon-Barrel-Aged Kenya Baragu;94;San Diego, California;Central Kenya;Medium Light;$20.00/8 ounces;55;76;8,82;20.0;Kenya
Aged Sumatra Ulos Batak Peaberry;94;San Rafael, California;Dolok Sanggul, Lintong growing region, North Sumatra, Indonesia;Medium Light;$18.00/12 ounces;53;73;5,29;18.0;Indonesia
Colombia La Palma and El Tucan Espresso;94;Chia-Yi, Taiwan;Cundinamarca Department, central Colombia;Medium Light;NT $500/16 ounces;51;72;110,23;500.0;Colombia
Flight Seasonal Espresso;94;Floyd, Virginia;Ethiopia;Medium Light;$14.49/12 ounces;56;80;4,26;14.49;Ethiopia
Kenya Kabare AA;96;Billings, Montana;South-central Kenya;Medium Light;$14.50/12 ounces;56;77;4,26;45791,00;Kenya
Gesha, Gesha Village 1931;94;Charlottesville, Virginia;Bench-Maji Zone, Southern Ethiopia;Medium Light;$88.00/8 ounces;56;77;38,8;88.0;Ethiopia
Aricha Yirgacheffe Ethiopia;94;Lee, Massachusetts;Yirgacheffe growing region, southern Ethiopia;Medium Light;$19.95/12 ounces;58;82;5,86;19.95;Ethiopia
Guatemala Finca Cappuccino “Echo-Lot” Espresso;95;Chia-Yi, Taiwan;Cobán region, Alta Verapaz Department, Guatemala;Medium Light;NT $450/16 ounces;50;74;99,21;450.0;Guatemala
Ethiopia Guji Shakiso Danbi Uddo;94;Phoenix, Arizona;Guji Zone, southern Ethiopia;Medium Light;$18.00/12 ounces;56;76;5,29;18.0;Ethiopia
Kenya AA Gura Auction Lot;94;Youngstown, Ohio;Central Kenya;Medium Light;$12.75/10 ounces;56;76;4,5;27729,00;Kenya
100% Kona Bourbon Pointu Laurina;96;Holulaloa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii;Medium Light;$49.95/8 ounces;56;76;22,02;49.95;Hawaii
Yirgacheffe G1 Idido;95;Taichung, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium Light;NT $760/8 ounces;56;76;335,1;760.0;Ethiopia
Yemen Port of Mokha Hayma Microlot;97;Boulder, Colorado;Hayma, north-central Yemen;Medium;$85.00/8 ounces;47;68;37,48;85.0;Yemen
Edgar Motta Colombia Pink Bourbon;94;Denver, Colorado;San Adolfo, Acevedo, Huila Department, Colombia;Medium Light;$19.00/12 ounces;59;78;5,59;19.0;Colombia
Papua New Guinea PB Kimel Estate;94;St. Louis, MIssouri;Waghi Valley, Western Highlands Province, Papua New Guinea;Medium Light;$17.49/16 ounces;56;70;3,86;17.49;Guinea
Panama La Esmeralda Noria Enero Geisha;95;Sacramento, California;Boquete growing region, western Panama;Medium Light;$76.00/8 ounces;57;83;33,51;76.0;Panama
Rwanda Bufcafe;95;Madison, Wisconsin;Nyamagabe district, Southern Province,Rwanda;Medium Light;$17.25/12 ounces;54;78;5,07;17.25;Rwanda
Ethiopia Queen Sheba Natural Yirgacheffe Phoenix Special;94;Taoyuan City, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium Light;NT $1500/16 ounces;54;76;330,7;1500.0;Ethiopia
Ulos Batak Sumatra Peaberry;97;Madison, Wisconsin;Northern Sumatra, Indonesia;Medium Light;$18.60/12 ounces;57;76;5,47;45826,00;Indonesia
Bernachon High-Level Espresso;94;New Taipei City, Taiwan;"Brazil; Mandheling, Sumatra; Guatemala; Ethiopia";Medium;RMB $100.00/454 grams;50;64;22,03;;Ethiopia
Mora Negra Geisha Hartmann Farm;95;Charlottesville, Virginia;Chiriqui Province, far western Panama;Medium Light;$29.00/8 ounces;56;78;12,79;29.0;Panama
Gori Gesha Forest;95;Charlottesville, Virginia;Bench-Maji Zone, western Ethiopia;Medium Light;$35.00/8 ounces;54;74;15,43;35.0;Ethiopia
Ethiopia Natural Hambela Buku;94;Chia-Yi, Taiwan;Hambela Wamena District, Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$19.00/16 ounces;58;78;4,19;19.0;Ethiopia
Panama Camilina Natural Geisha;94;Los Angeles, California;Piedra Candela, Chiriqui Province, far western Panama;Medium Light;$49.95/8 ounces;58;78;22,02;49.95;Panama
Kenya Nyeri Thageini Peaberry;94;Seattle, Washington;Nyeri growing region, south-central Kenya;Medium Light;$19.50/12 ounces;52;71;5,73;45796,00;Kenya
Single-Origin Nitro;95;Madison, Wisconsin;Ethiopia;Light;$3.49/12 ounces;;;1,03;17958,00;Ethiopia
Hawaii Kilauea Volcano Nano-Lot;96;Ramsey, Minnesota;Puna District, “Big Island” of Hawaii;Medium Light;$24.00/4 ounces;59;82;21,16;24.0;Hawaii
Ethiopia Charbanta Natural;95;Driftless, Wisconsin;Yirgacheffe growing region, southern Ethiopia;Medium Light;$18.00/12 ounces;60;80;5,29;18.0;Ethiopia
Panama Don Julian Pacamara;95;Branford, Connecticut;Boquete growing region, western Panama;Light;$49.99/16 ounces;65;82;11,02;49.99;Panama
Esmeralda Noria Natural;95;Topeka, Kansas;Boquete growing region, western Panama;Medium Light;$47.50/8 ounces;58;78;20,94;47.5;Panama
Miami Winter Holiday Blend;94;Miami, Florida;"Ethiopia; Kenya";Light;$20.00/8 ounces;62;84;8,82;20.0;Kenya
Duncan Estate Panamanian Gesha;94;Ashland, Oregon;Boquete growing region, western Panama;Light;$32.00/8 ounces;66;82;14,11;32.0;Panama
The Jungle;94;Taoyuan City, Taiwan;"Costa Rica; Mexico";Medium Dark;NT $1000/16 ounces;43;52;220,46;1000.0;Mexico
Ethiopia Yirgacheffe;94;San Francisco, California;Yirgacheffe growing region, southern Ethiopia;Light;$17.00/250 grams;63;84;6,8;0.599647266313933;Ethiopia
Ethiopia Washed Yirgacheffe “Paradise” Espresso;95;Taoyuan City, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium;NT $1400/16 ounces;47;70;308,65;1400.0;Ethiopia
Kenya Lenana;94;Newport Beach, California;South-central Kenya;Medium;$16.25/12 ounces;52;64;4,78;16.25;Kenya
“Mini-Me” Washed Yirgacheffe;95;Taoyuan City, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium Light;NT $1300/16 ounces;52;74;286,6;1300.0;Ethiopia
Kenya Guama Peaberry;97;San Diego, California;South-central Kenya;Medium Light;$23.99/12 ounces;56;78;7,05;23.99;Kenya
Sumatra Tano Batak;95;San Diego, California;Lintong growing region, northern Sumatra, Indonesia;Medium Light;$20.99/12 ounces;55;77;6,17;20.99;Indonesia
Los Congos Pacamara Natural;94;Boulder, Colorado;Nueva Segovia Department, Nicaragua;Medium Light;$20.00/12 ounces;60;76;5,88;20.0;Nicaragua
Kibugu Kenya;94;Lexington, Virginia;Kiambu County, south-central Kenya;Medium Light;$17.95/12 ounces;60;78;5,28;17.95;Kenya
Granja La Esperanza Colombia;94;Chicago, Illinois;Valle del Cauca growing region, Colombia;Medium Light;$24.00/12 ounces;56;78;7,05;24.0;Colombia
Mokka;95;Holulaloa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii;Medium Light;$39.95/8 ounces;54;76;17,61;39.95;Hawaii
Kenya Gathugu;95;Lee, Massachusetts;Nyeri growing region, south-central Kenya;Medium Light;$17.95/12 ounces;60;80;5,28;17.95;Kenya
Pacamara Finca Los Planes El Salvador;94;Topeka, Kansas;Chalatenango, El Salvador;Medium Light;$19.50/12 ounces;55;78;5,73;45796,00;Salvador
Kenya Karindundu;95;Floyd, Virginia;Nyeri growing region, south-central Kenya;Medium Light;$17.99/12 ounces;56;78;5,29;17.99;Kenya
Panama Finca Las Brujas Geisha Natural;96;Sacramento, California;Boquete growing region, western Panama;Medium Light;$50.00/8 ounces;57;80;22,05;50.0;Panama
P.r.o. Coffee Ethiopia Yirgacheffe;95;Shanghai, China;Yirgacheffe growing region, southern Ethiopia;Medium Light;RMB $120.00/227 grams;56;78;52,86;;Ethiopia
Gichichi Peaberry Kenya;94;Tulsa, Oklahoma;Nyeri growing region, south-central Kenya;Medium Light;$15.99/12 ounces;57;77;4,7;15.99;Kenya
Blade Runner Blend;95;Newtown, Sydney, Australia;"Kenya; Ethiopia; Brazil";Medium Light;AUD $16.00/250 grams;56;82;6,4;;Brazil
Laura’s Reserve SL-28;96;Holulaloa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii;Medium Light;$44.95/8 ounces;56;82;19,82;44.95;Hawaii
Panama Finca Mama Cata Microlot Tona;94;Topeka, Kansas;Alto Quiel, Boquete growing region, western Panama;Light;$22.50/12 ounces;58;84;6,61;45799,00;Panama
Mr. David Mburu Kenya;96;Portland, Oregon;Kiambu County, south-central Kenya;Medium Light;$15.00/250 grams;56;78;6;0.5291005291005291;Kenya
Meaza Ethiopia;95;Portland, Oregon;Borena Zone, Yirgacheffe growing region, southern Ethiopia;Medium Light;$15.00/250 grams;54;74;6;0.5291005291005291;Ethiopia
Costa Rica Finca Chispirta;94;Duluth, Minnesota;Central Valley, Costa Rica;Medium Light;$25.00/8 ounces;54;68;11,02;25.0;Rica
Las Lajas Perla Negra Natural;94;Denver, Colorado;Central Valley, Costa Rica;Medium Light;$22.00/12 ounces;52;70;6,47;22.0;Rica
Ninety Plus Silvia Solkiln N2;96;Taipei City, Taiwan;Volcan growing region, Panama;Medium;NT $2616/227 grams;45;58;1152,42;92.27513227513226;Panama
P.R.O. Special Blended Coffee;94;Taipei City, Taiwan;"Panama; Brazil; Indonesia; Costa Rica";Medium Dark;NT $1156/227 grams;44;54;509,25;40.77601410934744;Rica
Ethiopia Natural Yirgacheffe Gedeb G1 Lot 118;94;Chia-Yi, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium Light;$21.00/16 ounces;58;80;4,63;21.0;Ethiopia
Kenya Karatu;94;Austin, Texas;Thika growing region, central Kenya;Medium Light;$18.00/12 ounces;57;78;5,29;18.0;Kenya
Ethiopia Gedeb Natural;94;Fort Lauderdale, Florida;Yirgacheffe growing region, southern Ethiopia;Medium Light;$17.00/12 ounces;58;77;5;17.0;Ethiopia
Sumatra Tano Batak;95;Newport Beach, California;Lintong growing region, North Sumatra Province, Sumatra, Indonesia;Medium;$15.25/12 ounces;51;62;4,48;15.25;Indonesia
Kenya Gathiruini;95;Washington, DC;Kiambu County, south-central Kenya;Medium Light;$25.00/12 ounces;56;78;7,35;25.0;Kenya
Kenya Thageini;96;San Diego, California;South-central Kenya;Light;$20.99/12 ounces;58;84;6,17;20.99;Kenya
Kenya Gatomboya Peaberry;96;Ramsey, Minnesota;Nyeri growing region, south-central Kenya;Medium Light;$18.95/12 ounces;55;74;5,57;18.95;Kenya
